slide,fold,lambda,dice,iou,entropy
test_010,9,0.0,0.003698427483425566,0.0018526396684461156,0.6396709945546006
test_010,9,0.01,0.003698427483425566,0.0018526396684461156,0.676461567764335
test_010,9,0.02,0.0037258232425620512,0.0018663885381786244,0.61628288210437
test_010,9,0.05,0.0037258232425620512,0.0018663885381786244,0.9324629864362236
test_010,9,0.1,0.0037258232425620512,0.0018663885381786244,0.9739550354180884
test_010,9,0.15,0.003753219001698537,0.0018801377852800307,0.9937528511015059
test_010,9,0.2,0.004629883294066078,0.0023203130363149585,0.9972395555965956
test_011,0,0.0,0.0,0.0,0.5205437457101288
test_011,0,0.01,0.0,0.0,0.6072895629559624
test_011,0,0.02,0.0,0.0,0.8584279346084132
test_011,0,0.05,0.0,0.0,0.9715531531533353
test_011,0,0.1,0.0,0.0,0.9927225142851496
test_011,0,0.15,0.0,0.0,0.9936723875979071
test_011,0,0.2,0.0,0.0,0.9907412152039861
test_011,1,0.0,0.0030446153245638004,0.0015246286161063331,0.9647519199039549
test_011,1,0.01,0.0018736094305008002,0.0009376831412385232,0.9782801380104434
test_011,1,0.02,0.0,0.0,0.9080392610145779
test_011,1,0.05,0.0,0.0,0.9074301481388564
test_011,1,0.1,0.0,0.0,0.9923884827883891
test_011,1,0.15,0.0,0.0,0.9837243683042346
test_011,1,0.2,0.0018736094305008002,0.0009376831412385232,0.9997446523174255
test_011,2,0.0,0.0,0.0,0.37608084583608
test_011,2,0.01,0.0,0.0,0.7027714425858209
test_011,2,0.02,0.0,0.0,0.8285015190994064
test_011,2,0.05,0.0,0.0,0.9535432307740239
test_011,2,0.1,0.0014052070728756002,0.0007030975352525292,0.9934069107747242
test_011,2,0.15,0.0,0.0,0.9957317883961162
test_011,2,0.2,0.0,0.0,0.9836395951592234
test_011,3,0.0,0.0,0.0,0.4045518835831598
test_011,3,0.01,0.0,0.0,0.9056047074179238
test_011,3,0.02,0.0,0.0,0.8215578278580363
test_011,3,0.05,0.0,0.0,0.967598606714415
test_011,3,0.1,0.0014052070728756002,0.0007030975352525292,0.9795031947959304
test_011,3,0.15,0.0,0.0,0.9856969255142708
test_011,3,0.2,0.0,0.0,0.9928708960450742
test_011,4,0.0,0.0,0.0,0.796874809656132
test_011,4,0.01,0.0,0.0,0.8027398000102363
test_011,4,0.02,0.0,0.0,0.8340205153962602
